Gene.Name,Presence.,Bigg.ID.Name,essential,beta,zscore,p.value,fdr
PDE11A,TRUE,50940_AT1,1,-0.079738,-1.274,0.0019909,0.0084507
PDE1A,TRUE,5136_AT1,0,0.013919,0.17846,0.35603,0.52341
PDE1B,TRUE,5153_AT1,0,-0.020034,-0.28669,0.087101,0.18486
PDE1C,TRUE,5137_AT1,0,-0.029777,-0.43284,0.052924,0.12773
PDE2A,TRUE,5138_AT1,0,0.020044,0.32186,0.43492,0.60334
PDE3A,TRUE,5139_AT1,0,0.023149,0.45468,0.47764,0.64538
PDE3B,TRUE,5140_AT1,0,0.15492,1.5543,0.10601,0.21531
PDE4A,TRUE,5141_AT1,0,-0.032502,-0.56575,0.045873,0.11379
PDE4B,TRUE,5142_AT1,0,0.06558,0.66502,0.84173,0.90325
PDE4C,TRUE,5143_AT1,0,-0.0099312,-0.1399,0.13604,0.25908
PDE4D,TRUE,5144_AT1,0,0.061938,0.84897,0.89896,0.93827
PDE5A,TRUE,8654_AT1,0,0.071066,0.94969,0.75894,0.8491
PDE6A,TRUE,5145_AT1,1,-0.13935,-1.7676,0,0
PDE6B,TRUE,5158_AT1,0,0.0014534,0.02087,0.22563,0.37962
PDE6C,TRUE,5146_AT1,0,0.070347,0.99229,0.76831,0.85522
PDE6D,TRUE,5147_AT1,0,0.06341,1.1713,0.87333,0.9231
PDE6G,TRUE,5148_AT1,1,-0.11222,-2.0452,0.00024886,0.0014458
PDE6H,TRUE,5149_AT1,0,0.085582,1.1968,0.57163,0.71492
PDE7A,TRUE,5150_AT1,1,-0.082846,-1.0839,0.0015761,0.0071834
PDE7B,TRUE,27115_AT1,1,-0.061625,-0.87494,0.0055579,0.019822
PDE8A,TRUE,5151_AT1,0,0.13422,1.464,0.18051,0.32821
PDE8B,TRUE,8622_AT1,0,0.085663,1.3268,0.5708,0.71454
PDE9A,TRUE,5152_AT1,0,0.078248,0.82104,0.66396,0.78732
PDHA1,TRUE,5160_AT1,0,0.068073,0.87147,0.80531,0.88655
PDHA2,TRUE,5161_AT1,0,0.078394,1.1626,0.66163,0.78659
PDHB,TRUE,5162_AT1,0,0.14827,2.1476,0.12534,0.2443
PDHX,TRUE,8050_AT1,0,0.091224,0.94526,0.50062,0.66221
PDXK,TRUE,8566_AT1,1,-0.038471,-0.50921,0.031937,0.084895
PDXP,TRUE,57026_AT1,0,0.011401,0.1119,0.32567,0.48983
PECR,TRUE,55825_AT1,0,0.0022961,0.025233,0.23393,0.3895
PFAS,TRUE,5198_AT1,1,-0.084678,-0.808,0.0014932,0.0068702
PFKFB1,TRUE,5207_AT1,1,-0.041084,-0.50021,0.027789,0.076747
PFKFB2,TRUE,5208_AT1,1,-0.1138,-1.8049,0.00024886,0.0014458
PFKFB3,TRUE,5209_AT1,1,-0.046582,-0.71946,0.017752,0.052451
PFKFB4,TRUE,5210_AT1,0,-0.020468,-0.22007,0.085608,0.18217
PFKL,TRUE,5211_AT1,0,0.07525,1.1067,0.70162,0.81327
PFKM,TRUE,5213_AT1,1,-0.092593,-1.3252,0.0010784,0.0052104
PFKP,TRUE,5214_AT1,1,-0.17347,-1.7641,0,0
PGAM1,TRUE,5223_AT1,1,-0.38626,-2.767,0,0
PGAM2,TRUE,5224_AT1,0,0.090175,0.78257,0.51373,0.67206
PGAP1,TRUE,80055_AT1,0,0.083223,1.0989,0.60025,0.73943
PGD,TRUE,5226_AT1,1,-0.12055,-1.0282,0,0
PGK1,TRUE,5230_AT1,1,-0.24214,-2.3799,0,0
PGK2,TRUE,5232_AT1,1,-0.045764,-0.59886,0.018913,0.055542
PGLS,TRUE,25796_AT1,1,-0.09262,-1.1184,0.0010784,0.0052104
PGM1,TRUE,5236_AT1,0,0.10157,1.3888,0.39378,0.56311
PGM2,TRUE,55276_AT1,0,-0.0024714,-0.032826,0.19394,0.34321
PGM2L1,TRUE,283209_AT1,0,0.098521,1.1342,0.42198,0.5906
PGM3,TRUE,5238_AT1,1,-0.078811,-1.2612,0.0019909,0.0084507
PHGDH,TRUE,26227_AT1,0,0.16114,2.0174,0.089423,0.18863
PHOSPHO1,TRUE,162466_AT1,0,0.052719,0.74684,0.94616,0.96702
PHPT1,TRUE,29085_AT1,0,-0.022844,-0.32342,0.075653,0.16522
PHYH,TRUE,5264_AT1,0,0.054793,0.77964,0.97943,0.98729
PI4K2A,TRUE,55361_AT1,0,0.085536,1.1806,0.57229,0.71492
PI4KA,TRUE,5297_AT1,0,-0.0014338,-0.014403,0.20241,0.35231
PI4KB,TRUE,5298_AT1,0,-0.0034781,-0.029908,0.18648,0.33477
PIGA,TRUE,5277_AT1,1,-0.17611,-2.0481,0,0
PIGK,TRUE,10026_AT1,0,-0.0018535,-0.031336,0.199,0.34844
PIK3C2A,TRUE,5286_AT1,0,-0.012942,-0.12504,0.11912,0.23541
PIK3C2B,TRUE,5287_AT1,0,0.0194,0.27846,0.42605,0.59582
PIK3C2G,TRUE,5288_AT1,0,0.079372,1.2972,0.65002,0.77719
PIK3C3,TRUE,5289_AT1,1,-0.3901,-3.2275,0,0
PIK3CA,TRUE,5290_AT1,1,-0.2282,-3.4401,0,0
PIK3CB,TRUE,5291_AT1,0,-0.0087,-0.098051,0.14459,0.27256
PIK3CD,TRUE,5293_AT1,0,-0.023819,-0.45462,0.072335,0.15956
PIK3CG,TRUE,5294_AT1,1,-0.047245,-0.93366,0.017088,0.051053
PIK3R1,TRUE,5295_AT1,0,0.11306,0.87432,0.30187,0.46547
PIK3R2,TRUE,5296_AT1,1,-0.072329,-0.70762,0.0026545,0.010649
PIK3R3,TRUE,8503_AT1,0,0.067697,0.77025,0.81037,0.88809
PIK3R5,TRUE,23533_AT1,0,-0.0010872,-0.016253,0.20448,0.35434
PIKFYVE,TRUE,200576_AT1,0,0.11161,1.0484,0.31157,0.47514
PIP5K1A,TRUE,8394_AT1,0,-0.0085475,-0.097959,0.14567,0.27373
PIP5K1B,TRUE,8395_AT1,0,-0.027735,-0.51267,0.060224,0.14068
PIP5K1C,TRUE,23396_AT1,0,0.096672,1.2472,0.44007,0.60825
PIP5KL1,TRUE,138429_AT1,0,-0.033825,-0.35216,0.041808,0.10456
PIPOX,TRUE,51268_AT1,0,0.045668,0.55314,0.82746,0.89445
PKLR,TRUE,5313_AT1,0,0.081267,0.86013,0.62389,0.7597
PKM,TRUE,5315_AT1,1,-0.21422,-2.6439,0,0
PLA2G10,TRUE,8399_AT1,1,-0.13082,-1.7943,0,0
PLA2G12A,TRUE,81579_AT1,0,-0.025773,-0.32747,0.065948,0.15071
PLA2G1B,TRUE,5319_AT1,1,-0.039806,-0.62812,0.030029,0.081716
PLA2G2A,TRUE,5320_AT1,1,-0.1029,-1.4526,0.00041477,0.0022523
PLA2G2E,TRUE,30814_AT1,0,0.059482,0.89716,0.9392,0.96112
PLA2G2F,TRUE,64600_AT1,0,-0.0042138,-0.058647,0.18134,0.32897
PLA2G3,TRUE,50487_AT1,1,-0.097194,-1.3909,0.00091248,0.0047009
PLA2G4A,TRUE,5321_AT1,0,-0.024675,-0.38692,0.070095,0.15677
PLA2G4B,TRUE,100137049_AT1,1,-0.048845,-0.87533,0.015429,0.047029
PLA2G5,TRUE,5322_AT1,0,0.060841,1.0671,0.91763,0.95116
PLA2G6,TRUE,8398_AT1,1,-0.10348,-1.797,0.00041477,0.0022523
PLA2G7,TRUE,7941_AT1,0,0.040416,0.69541,0.7465,0.84188
PLCB1,TRUE,23236_AT1,0,-0.024196,-0.35334,0.071589,0.15893
PLCB2,TRUE,5330_AT1,0,0.056772,0.71914,0.9859,0.99
PLCB3,TRUE,5331_AT1,0,0.083073,1.2064,0.60241,0.7414
PLCB4,TRUE,5332_AT1,0,0.051899,0.6569,0.9319,0.95812
PLCD1,TRUE,5333_AT1,0,0.077061,1.0937,0.67806,0.79785
PLCD4,TRUE,84812_AT1,1,-0.11292,-1.7752,0.00024886,0.0014458
PLCE1,TRUE,51196_AT1,1,-0.13099,-1.8432,0,0
PLCG1,TRUE,5335_AT1,0,-0.030967,-0.36056,0.049772,0.1217
PLCG2,TRUE,5336_AT1,1,-0.080183,-0.80546,0.001825,0.0080292
PLCH1,TRUE,23007_AT1,0,0.21297,2.2641,0.017669,0.052451
PLCL1,TRUE,5334_AT1,0,0.02826,0.45324,0.55628,0.70225
PLCZ1,TRUE,89869_AT1,0,0.025093,0.23942,0.50444,0.66528
PLD1,TRUE,5337_AT1,0,0.15302,0.83241,0.1119,0.22521
PLD2,TRUE,5338_AT1,1,-0.044187,-0.55993,0.021817,0.062619
PMM1,TRUE,5372_AT1,1,-0.085847,-1.3771,0.0013273,0.0062016
PMM2,TRUE,5373_AT1,1,-0.21348,-2.3079,0,0
PMVK,TRUE,10654_AT1,1,-0.17628,-2.081,0,0
PNLIP,TRUE,5406_AT1,0,0.032775,0.38447,0.62431,0.75982
PNLIPRP1,TRUE,5407_AT1,0,0.035116,0.5749,0.66006,0.78549
PNLIPRP3,TRUE,119548_AT1,1,-0.060051,-0.74552,0.0065533,0.022767
PNMT,TRUE,5409_AT1,1,-0.063608,-0.96472,0.0047283,0.01699
PNPLA2,TRUE,57104_AT1,1,-0.11157,-1.8476,0.00024886,0.0014458
PNPLA3,TRUE,80339_AT1,1,-0.051466,-0.54819,0.013355,0.042147
PNPLA4,TRUE,8228_AT1,1,-0.063693,-1.0881,0.0047283,0.01699
PON3,TRUE,5446_AT1,0,0.064812,0.9288,0.8511,0.90917
PPA1,TRUE,5464_AT1,1,-0.084538,-1.5201,0.0014932,0.0068702
PPA2,TRUE,27068_AT1,1,-0.40206,-4.5244,0,0
PPAT,TRUE,5471_AT1,1,-0.12299,-1.1406,0,0
PPCDC,TRUE,60490_AT1,1,-0.0703,-0.99215,0.0030693,0.011994
PPCS,TRUE,79717_AT1,0,0.0030961,0.034942,0.24156,0.3989
PPOX,TRUE,5498_AT1,1,-0.18687,-2.3788,0,0
PPT1,TRUE,5538_AT1,0,-0.015389,-0.28841,0.10693,0.21646
PPT2,TRUE,9374_AT1,0,0.086167,0.76902,0.56408,0.70844
PRDX1,TRUE,5052_AT1,0,0.038608,0.5073,0.71564,0.82199
PRDX2,TRUE,7001_AT1,0,-0.02554,-0.40762,0.067192,0.15254
PRDX3,TRUE,10935_AT1,0,-0.023638,-0.33151,0.072833,0.16037
PRDX6,TRUE,9588_AT1,0,0.1476,1.2825,0.12742,0.24754
PRODH,TRUE,5625_AT1,0,0.17748,1.3137,0.052426,0.12665
PRODH2,TRUE,58510_AT1,0,0.12702,1.5839,0.21858,0.37191
PRPS1,TRUE,5631_AT1,1,-0.059142,-0.90456,0.0069681,0.024034
PRPS1L1,TRUE,221823_AT1,0,0.057301,0.88082,0.97669,0.9861
PRPS2,TRUE,5634_AT1,1,-0.17117,-0.71404,0,0
PSAT1,TRUE,29968_AT1,0,0.13293,1.5643,0.18756,0.33596
PSPH,TRUE,5723_AT1,0,0.10869,0.95657,0.33397,0.49919
PTDSS1,TRUE,9791_AT1,0,-0.0037057,-0.046712,0.18449,0.33184
PTEN,TRUE,5728_AT1,0,0.41717,3.1285,0,0
PTGDS,TRUE,5730_AT1,1,-0.055521,-0.71983,0.0097885,0.032507
PTGES,TRUE,9536_AT1,0,0.1397,1.4748,0.15628,0.29052
PTGES3,TRUE,10728_AT1,1,-0.091887,-0.99578,0.0010784,0.0052104
PTGIS,TRUE,5740_AT1,0,-0.020482,-0.22737,0.085359,0.1818
PTGS1,TRUE,5742_AT1,1,-0.086581,-1.2389,0.0012443,0.005848
PTGS2,TRUE,5743_AT1,0,0.17705,1.3306,0.053422,0.12867
PTPDC1,TRUE,138639_AT1,0,-0.021636,-0.28802,0.081294,0.17516
PTPMT1,TRUE,114971_AT1,1,-1.2333,-9.123,0,0
PTS,TRUE,5805_AT1,0,0.18903,2.3815,0.037412,0.096471
PYCR1,TRUE,5831_AT1,0,-0.018984,-0.32406,0.091,0.19095
PYCR2,TRUE,29920_AT1,0,0.013534,0.27162,0.35172,0.51865
PYCRL,TRUE,65263_AT1,1,-0.045751,-0.93144,0.018996,0.055718
PYGB,TRUE,5834_AT1,1,-0.058311,-0.89196,0.0076317,0.026062
PYGL,TRUE,5836_AT1,0,0.045507,0.58333,0.82497,0.89393
PYGM,TRUE,5837_AT1,0,-0.0060465,-0.11672,0.16425,0.30322
QDPR,TRUE,5860_AT1,1,-0.17236,-2.3448,0,0
RBKS,TRUE,64080_AT1,0,0.027308,0.31452,0.54085,0.69362
RDH10,TRUE,157506_AT1,0,0.055827,0.85298,0.99909,0.99909
RDH11,TRUE,51109_AT1,0,0.077817,1.2865,0.66844,0.78923
RDH12,TRUE,145226_AT1,1,-0.062273,-1.0343,0.0050601,0.018128
RDH13,TRUE,112724_AT1,1,-0.13528,-1.6954,0,0
RDH14,TRUE,57665_AT1,0,0.074417,0.7524,0.71232,0.81937
RDH16,TRUE,8608_AT1,0,0.047749,0.68512,0.86213,0.91644
RDH5,TRUE,5959_AT1,1,-0.091105,-1.4885,0.0010784,0.0052104
RDH8,TRUE,50700_AT1,0,0.034376,0.4772,0.64795,0.77719
RENBP,TRUE,5973_AT1,0,-0.0096234,-0.15332,0.1382,0.26273
RFK,TRUE,55312_AT1,1,-0.084673,-0.8177,0.0014932,0.0068702
RHAG,TRUE,6005_AT1,0,-0.016479,-0.20349,0.10071,0.20699
RHCG,TRUE,51458_AT1,1,-0.1002,-1.2569,0.00091248,0.0047009
RPE,TRUE,6120_AT1,1,-0.15504,-1.8685,0,0
RPIA,TRUE,22934_AT1,0,0.0013177,0.020428,0.22472,0.37862
RPL14,TRUE,9045_AT1,1,-0.18872,-1.9256,0,0
RRM1,TRUE,6240_AT1,1,-0.33379,-2.8882,0,0
RRM2,TRUE,6241_AT1,1,-0.13469,-1.1543,0,0
RRM2B,TRUE,50484_AT1,0,0.0021833,0.016735,0.23243,0.38782
SARDH,TRUE,1757_AT1,0,0.063774,0.92726,0.86786,0.92014
SC5D,TRUE,6309_AT1,0,-0.024807,-0.29266,0.069598,0.15653
SCD,TRUE,6319_AT1,1,-0.3385,-3.4173,0,0
SCD5,TRUE,79966_AT1,0,0.013435,0.175,0.35073,0.51775
SCP2,TRUE,6342_AT1,0,0.11674,1.3449,0.27881,0.44195
SDHA,TRUE,6389_AT1,1,-0.11803,-1.2868,0,0
SDHB,TRUE,6390_AT1,1,-0.064684,-0.89581,0.0045624,0.016768
SDHC,TRUE,6391_AT1,1,-0.13753,-1.9265,0,0
SDHD,TRUE,6392_AT1,1,-0.096075,-0.95649,0.00099544,0.0049793
SDR16C5,TRUE,195814_AT1,1,-0.067894,-0.85469,0.0033181,0.012638
SDR42E1,TRUE,93517_AT1,1,-0.037142,-0.52977,0.034757,0.091087
SDR9C7,TRUE,121214_AT1,1,-0.12882,-2.1011,0,0
SDS,TRUE,10993_AT1,0,0.0068455,0.12877,0.27955,0.44226
SDSL,TRUE,113675_AT1,1,-0.05568,-0.82326,0.0097885,0.032507
SGMS1,TRUE,259230_AT1,0,0.015426,0.15007,0.37404,0.54436
SGMS2,TRUE,166929_AT1,0,0.025378,0.41664,0.50908,0.66834
SGPL1,TRUE,8879_AT1,0,0.034363,0.44248,0.64795,0.77719
SGPP1,TRUE,81537_AT1,1,-0.045527,-0.50551,0.019328,0.056485
SGPP2,TRUE,130367_AT1,0,-0.017674,-0.24583,0.094898,0.1969
SGSH,TRUE,6448_AT1,0,0.075111,0.71793,0.70294,0.81402
SHMT1,TRUE,6470_AT1,0,0.024124,0.44529,0.49067,0.65504
SHMT2,TRUE,6472_AT1,0,0.00058037,0.014297,0.21916,0.37211
SI,TRUE,6476_AT1,0,0.060209,0.80955,0.92816,0.95617
SLC10A1,TRUE,6554_AT1,1,-0.079023,-1.5042,0.0019909,0.0084507
SLC10A2,TRUE,6555_AT1,1,-0.072833,-1.0259,0.0025715,0.010368
SLC10A6,TRUE,345274_AT1,0,0.0084566,0.10224,0.29589,0.45937
SLC11A1,TRUE,6556_AT1,0,0.20384,2.2565,0.024637,0.069555
SLC11A2,TRUE,4891_AT1,0,0.024708,0.23847,0.49971,0.66161
SLC12A1,TRUE,6557_AT1,0,0.04006,0.52223,0.74027,0.839
SLC12A2,TRUE,6558_AT1,0,0.048137,0.80066,0.8701,0.92191
SLC12A3,TRUE,6559_AT1,0,0.029127,0.41244,0.57204,0.71492
SLC12A4,TRUE,6560_AT1,0,0.038989,0.33294,0.72119,0.82603
SLC12A5,TRUE,57468_AT1,1,-0.17749,-2.9084,0,0
SLC12A6,TRUE,9990_AT1,0,-0.011922,-0.15697,0.12576,0.24471
SLC12A7,TRUE,10723_AT1,0,-0.0223,-0.2699,0.078059,0.16986
SLC13A3,TRUE,64849_AT1,0,0.040509,0.60506,0.74766,0.84188
SLC14A1,TRUE,6563_AT1,0,0.080544,1.3171,0.63343,0.76725
SLC14A2,TRUE,8170_AT1,0,0.040469,0.50144,0.74708,0.84188
SLC15A1,TRUE,6564_AT1,1,-0.11699,-1.538,0,0
SLC15A2,TRUE,6565_AT1,0,0.019093,0.27898,0.4219,0.5906
SLC16A1,TRUE,6566_AT1,0,0.090769,1.1829,0.50577,0.66597
SLC16A10,TRUE,117247_AT1,0,0.076503,1.1059,0.68586,0.80389
SLC16A2,TRUE,6567_AT1,0,0.045625,0.67777,0.82688,0.89439
SLC16A3,TRUE,9123_AT1,1,-0.049964,-0.56952,0.015015,0.04671
SLC16A7,TRUE,9194_AT1,0,0.057541,0.70056,0.97304,0.98416
SLC16A8,TRUE,23539_AT1,0,0.15719,2.1426,0.10021,0.20614
SLC17A1,TRUE,6568_AT1,0,0.10044,1.3134,0.40423,0.57195
SLC17A2,TRUE,10246_AT1,0,0.016012,0.33946,0.38117,0.55262
SLC17A3,TRUE,10786_AT1,0,0.091881,1.5204,0.49299,0.65669
SLC17A4,TRUE,10050_AT1,0,0.057118,0.95931,0.98017,0.98755
SLC17A5,TRUE,26503_AT1,0,0.11597,1.1158,0.28345,0.44696
SLC17A6,TRUE,57084_AT1,0,0.078027,0.78338,0.66636,0.78892
SLC17A7,TRUE,57030_AT1,1,-0.13046,-1.6557,0,0
SLC17A8,TRUE,246213_AT1,0,0.0028641,0.04315,0.24007,0.39766
SLC18A1,TRUE,6570_AT1,0,0.026161,0.36492,0.52103,0.67793
SLC18A2,TRUE,6571_AT1,0,-0.015573,-0.3119,0.10618,0.21531
SLC18A3,TRUE,6572_AT1,1,-0.0433,-0.53241,0.023393,0.066588
SLC19A2,TRUE,10560_AT1,0,0.048705,0.61739,0.88071,0.92638
SLC19A3,TRUE,80704_AT1,1,-0.13574,-2.6442,0,0
SLC1A1,TRUE,6505_AT1,0,-0.0022552,-0.021732,0.1956,0.34524
SLC1A3,TRUE,6507_AT1,1,-0.040822,-0.51946,0.027872,0.0768
SLC1A4,TRUE,6509_AT1,0,0.052998,0.44565,0.95048,0.97019
SLC1A5,TRUE,6510_AT1,0,0.00018101,0.0030741,0.21593,0.3691
SLC20A1,TRUE,6574_AT1,0,0.015145,0.20036,0.37105,0.54185
SLC20A2,TRUE,6575_AT1,0,0.026563,0.28823,0.52858,0.68479
SLC22A1,TRUE,6580_AT1,0,0.19017,1.6107,0.036416,0.094206
SLC22A11,TRUE,55867_AT1,0,0.10887,1.5421,0.33289,0.49789
SLC22A12,TRUE,116085_AT1,0,0.041811,0.74763,0.76798,0.85522
SLC22A13,TRUE,9390_AT1,0,0.037346,0.57469,0.69697,0.80983
SLC22A2,TRUE,6582_AT1,0,0.022434,0.3255,0.46802,0.63679
SLC22A3,TRUE,6581_AT1,0,-0.030188,-0.68141,0.051431,0.12462
SLC22A4,TRUE,6583_AT1,0,0.048942,0.73392,0.88428,0.92753
SLC22A5,TRUE,6584_AT1,1,-0.10589,-1.4544,0.00041477,0.0022523
SLC22A6,TRUE,9356_AT1,0,-0.0030005,-0.051367,0.19013,0.33925
SLC22A7,TRUE,10864_AT1,0,-0.0025528,-0.052,0.19361,0.34298
SLC22A8,TRUE,9376_AT1,0,0.11174,1.6472,0.31099,0.47456
SLC22A9,TRUE,114571_AT1,0,0.020495,0.36968,0.44023,0.60825
SLC24A1,TRUE,9187_AT1,0,0.080344,1.1314,0.63567,0.76861
SLC24A2,TRUE,25769_AT1,0,0.098982,1.3314,0.41759,0.58603
SLC24A3,TRUE,57419_AT1,0,0.048147,0.44434,0.87034,0.92191
SLC24A4,TRUE,123041_AT1,1,-0.072424,-1.283,0.0025715,0.010368
SLC25A1,TRUE,6576_AT1,0,0.017024,0.22118,0.39345,0.56311
SLC25A10,TRUE,1468_AT1,1,-0.036922,-0.4175,0.035089,0.091658
SLC25A11,TRUE,8402_AT1,0,0.060126,0.94247,0.92957,0.95696
SLC25A12,TRUE,8604_AT1,0,0.048217,0.63451,0.87159,0.92248
SLC25A13,TRUE,10165_AT1,0,0.078687,1.2426,0.6589,0.78488
SLC25A14,TRUE,9016_AT1,0,0.0055683,0.08742,0.26528,0.42583
SLC25A15,TRUE,10166_AT1,1,-0.13981,-2.052,0,0
SLC25A16,TRUE,8034_AT1,0,0.084938,0.75512,0.58051,0.72293
SLC25A17,TRUE,10478_AT1,1,-0.050498,-0.61741,0.014434,0.045078
SLC25A18,TRUE,83733_AT1,0,-0.012166,-0.17849,0.12501,0.24425
SLC25A19,TRUE,60386_AT1,1,-0.063921,-0.76594,0.0047283,0.01699
SLC25A2,TRUE,83884_AT1,0,-0.033993,-0.56483,0.041642,0.10437
SLC25A20,TRUE,788_AT1,0,-0.0084368,-0.1571,0.14641,0.27471
SLC25A21,TRUE,89874_AT1,0,0.10317,1.1732,0.382,0.55306
SLC25A22,TRUE,79751_AT1,0,-0.025586,-0.33014,0.067109,0.15254
SLC25A26,TRUE,115286_AT1,1,-0.56277,-5.7124,0,0
SLC25A27,TRUE,9481_AT1,1,-0.087567,-1.4233,0.0012443,0.005848
SLC25A28,TRUE,81894_AT1,1,-0.072011,-0.79043,0.0027375,0.010945
SLC25A29,TRUE,123096_AT1,1,-0.051276,-0.51999,0.013521,0.042559
SLC25A37,TRUE,51312_AT1,0,0.017138,0.35522,0.39486,0.56398
